text,sentiment,Time of Tweet,Age of User,Land Area (Km²),Continent,Density_Level,Population_Group
i don`t like being sick when the guidance counsellor is supposed to take me + 35 other kids out of school for bowling & pizza,negative,night,31-45,304000.0,EU,Low,Medium
Forced to eat red hotdogs coz I`m starving and there`s nothing else for breakfast. Ick.,negative,morning,46-60,547557.0,EU,Medium,Medium
"Played D&D on the bank holiday - was nice, got many XP  And killed a blob. Actually, two, though the 2nd had tentacles.",positive,noon,60-70,257670.0,AF,Low,Medium
"traveling alone makes i meet new people,new circle ..strangers become friends",positive,night,70-100,10120.0,AF,Medium,Medium
 Then you might enjoy this one too  http://tinyurl.com/ygcp3f,positive,morning,0-20,69490.0,AS,Low,Medium
Just got home from another amazing night,positive,night,31-45,227540.0,AF,Medium,Medium
Eww town fair tire smells horrible. Its making me sick,negative,night,70-100,107160.0,NA,Medium,Medium
"W4M: No clever headline, Sorry  (Salt Lake City) 29yr http://tinyurl.com/mpoghc",negative,morning,0-20,246000.0,AF,Low,Medium
Happy Mother`s Day :] I lovee you mami,positive,noon,21-30,28120.0,AF,Low,Medium
"fire and rain by james taylor fits the style i need for my SA audition perfectly, but i can`t find a karaoke track in a high enough key",negative,night,31-45,196850.0,SA,Low,Low
excited how the jon does will do today  Good luck guys ;),positive,morning,46-60,27560.0,NA,Medium,Medium
Ouch!!... Stomachace.... I ate a lot...,negative,noon,60-70,0.0,Other,High,Low
 no I was too slow  I hate getting the trailhead then not getting in.,negative,night,70-100,111890.0,NA,Low,Medium
  gutted i miss that! the one night i try 2 leave early  lol! friends visitin were tired haha!,negative,morning,0-20,90530.0,EU,Medium,Medium
made a new youtube background in photoshop!  http://bit.ly/AWwzn thanks to ,positive,night,31-45,2973190.0,AS,Medium,High
 hey! chutti was very tiring.. and have to travel again tomo  how was your Friday?,negative,morning,0-20,68890.0,EU,Low,Medium
" Well yeah, the hormone things basically a given  thought he had misbehaved specifically to upset your mom and you.",negative,night,31-45,294140.0,EU,Medium,Medium
grr...everytime he gets a new girlfriend..I`m at the bottom of the totem pole,negative,morning,46-60,10830.0,NA,Medium,Medium
" It`s simple for those who know how to use it hahaa, i`m glad you`re okay  **** x",positive,night,70-100,88780.0,AS,Medium,Medium
_Cat  we all know and yes dont remind me im so effin jealous  **** aust some times,negative,morning,0-20,2699700.0,AS,Low,Medium
Doesn`t have to go to work tomorrow! Good times! Revision though,positive,night,31-45,810.0,OC,Medium,Low
super bored on a friday night,negative,morning,46-60,17820.0,AS,Medium,Medium
feels very very sick  hmph.,negative,noon,60-70,191800.0,AS,Low,Medium
"My guitar ain`t herew yet?, feel like i lost a limb!.",negative,noon,21-30,10230.0,AS,High,Medium
not having a good day..one bad thing after another,negative,night,31-45,30360.0,AF,Low,Medium
had a horrible sleep + in a rather bad mood,negative,morning,46-60,96320.0,AF,Low,Medium
 Cavs has the easier route than Denver.,positive,morning,0-20,62700.0,EU,Low,Medium
"Good afternoon all. Sorted technical glitch. A rainy BH monday so a lazy day, then daughters and their menfolk round for a roast dinner",positive,noon,21-30,2590.0,EU,Medium,Low
Why am I posting so late? Just got back from seeing Star Trek. It was so awesome,positive,night,70-100,300.0,AS,High,Low
 just answered you- never learned how to write in French- just basic stuff-,negative,morning,46-60,1030700.0,AF,Low,Medium
Epic ocd moment? I deleted my sims file that i spent hours building just because i set his favorite food wrong,negative,noon,60-70,2030.0,AF,High,Medium
 WHAT THAT`S NOT FAIR I CAN`T VOTE IT SAYS THE VOTING IS CLOSED  BUT I DID VOTE EVERYDAY WHEN I COULD VOTE LIKE 20X`S,negative,morning,0-20,700.0,OC,Medium,Low
Just got back from 5km run!  It was really good!,positive,noon,21-30,32850.0,EU,Medium,Medium
"Ugh my neck really hurts  I`m out aquatards, xox",negative,night,70-100,446300.0,AF,Low,Medium
 your knowledge of X-men is starting to scare me,negative,morning,0-20,786380.0,AF,Low,Medium
I am watchinggg the new video of  Its sooo good  Addicted!,positive,noon,21-30,653290.0,Other,Low,Medium
god it pisses me off that i always enter comps & never win.I am such a sore loser,negative,night,31-45,823000.0,AF,Low,Medium
_ I had curry shrimp yesterday lol I love seafood,positive,morning,46-60,20.0,OC,High,Low
Hellooooooo... Whats the scene people !!!,negative,night,70-100,33720.0,EU,High,Medium
You people haVe no idea how depressing it is being at a steakhouse and not being able to eat,negative,noon,21-30,120340.0,NA,Low,Medium
Got a Saturdays framed signed foto last night  and a Valentino rossi 1 aswell  eee what a night,positive,night,31-45,1266700.0,AF,Low,Medium
Good Morning  Jess here  Just wanted to say thank you to everyone following us  tell your friends about us please  ****,positive,morning,46-60,910770.0,AF,Medium,High
thinking about new.. oh yes .. btw bankroll stays at $14.88.. so down a bit from yesterday.. and I won`t whine about bad beats  ..,positive,noon,60-70,120410.0,AS,Medium,Medium
 cupcake!!  you can call me anything but 'bitch' i suppose..and even then under certain circumstances....,negative,noon,21-30,309500.0,AS,Low,Medium
They burnt my zuccini,negative,night,31-45,770880.0,AS,Medium,High
 Oh no!  I hope you find your kitten,positive,morning,46-60,460.0,OC,Low,Low
madd bored,negative,noon,60-70,6020.0,Other,High,Medium
Puzzled by people`s mood swings... it makes me somewhat sad that I can`t pinpoint  how  they feel,negative,night,70-100,74340.0,NA,Low,Medium
"_weber I wrote a leadership essay abt its founder. The expansion didn`t went well, tried to break in America. Lots of money burned.",negative,noon,21-30,397300.0,SA,Low,Medium
Doh. In a rush to get to the Puma Open and I just got pulled over. So sad.,negative,night,31-45,1280000.0,SA,Low,Medium
Is relaxing in bed for a while before I go to sleep. It was nice to get out of my house for a while tonight,positive,morning,46-60,298170.0,AS,Medium,High
 that is truly impressive. Can`t come close to that. Takes the argument over whether web needs subs to a new level though,positive,noon,60-70,306000.0,EU,Medium,Medium
 Thank you Jon!  That`s very sweet.,positive,morning,0-20,11610.0,AS,Medium,Medium
I FEEL LIKE ****......,negative,morning,46-60,24670.0,AF,High,Medium
 I`m so sorry  do you want me to call? If not I will be on aim in a couple of hours if you need to vent,negative,noon,60-70,260.0,NA,Medium,Low
My head`s THUMPING.,negative,morning,0-20,390.0,NA,Medium,Low
 can`t wait to crack it open and no doubt will learn from it as well as support my evangelizing cubicle-freedom-ness!,positive,noon,21-30,2830.0,OC,Low,Low
last night in cork  and come tomorrow i wont even remember it... double sad face  haha... in the words on lily allen.. NOT FAIR!,negative,night,31-45,60.0,EU,High,Low
: Lol it went okay! As far as I can tell . But then I had to do a test today for geo and I was all zoned out and got like 65%,positive,morning,46-60,960.0,AF,Medium,Low
it makes me want to cry when 2 grown men discuss characters on All My Children.,negative,noon,60-70,2149690.0,AS,Low,Medium
fml. i stepped on a needle.. ouch.. waaaaa  **** drycleaners,negative,morning,0-20,87460.0,EU,Low,Medium
Well rite i gt a headache,negative,noon,21-30,460.0,AF,Medium,Low
"is wondering what actually to do, when I have a week to do **** all bar pack, most peeps r leavin too",negative,night,31-45,72180.0,AF,Medium,Medium
Waking up .....working....Happy as can be!  Its gonna be a great day today... I can see it..and im not sore from Running yesterday!!!,positive,morning,46-60,700.0,AS,High,Medium
Just broke her dresser shes had since she was three,negative,noon,60-70,48088.0,EU,Medium,Medium
I really like Lady GaGa`s 'Paparazzi'...  #whatshappening,positive,morning,0-20,28000.0,OC,Low,Low
getting my new cellphone on wednesday! the LG Voyager! its soo sweet! i can`t wait that long though,positive,noon,21-30,627340.0,AF,Low,Medium
chili cheese fries a bad idea for lunch..,negative,night,31-45,1213090.0,AF,Low,Medium
 you`re absolutely welcome.  i love you too and am happy i was able to help make that moment happen.,positive,morning,46-60,97230.0,AS,High,Medium
Decided not to go...I want to see my sweetie  But I can`t.,negative,noon,21-30,1765048.0,AF,Low,Medium
Really big spider on the floor two metres away from me  am actually a little scared.,negative,morning,46-60,410340.0,EU,Low,Medium
can`t wait for Daughtry`s new album! Ack. Two more months!!!,positive,noon,60-70,54390.0,AF,Medium,Medium
"Doing my FF later, too busy making up plans for today. Beshie   is gonna be in DC June 5-6 for a bball game.",negative,night,70-100,720.0,OC,Medium,Low
 have you seen 'The Fifth Element'? makes 'super green' a lot funnier,positive,morning,0-20,5130.0,NA,Medium,Medium
 my friday feels boring too. no time for fun today and not so much in the mood for it either,negative,night,31-45,770000.0,AS,Medium,Medium
 excuse me ...theres me!!!  jkidding lol...so how long b4 yr fun night out starts lol,positive,morning,46-60,469930.0,AS,Low,Medium
" fair enough. actually, you dont have to give me x-men.  mad max will do me fine",positive,noon,60-70,30.0,OC,Medium,Low
Monday...Funday!  Wake up people...and keep me awake please   Today is going to be a long one..I can already feel it. Eww,negative,night,70-100,199810.0,AF,Medium,Medium
 dont depress me  I have the mother-in-law staying the weekend. Someone else to wait on other than the kids!,negative,morning,0-20,579320.0,EU,Low,Medium
 girl you stay inviting me but not doing a follow-up hahaha... no phone call to check up on me,negative,noon,21-30,83600.0,AS,Medium,Medium
" -- No fair, I want a sticker but I just moved away from London",negative,night,31-45,241930.0,EU,Medium,Medium
Too tired,negative,noon,60-70,175020.0,SA,Low,Medium
" loll , of course me tooo  & i love their new song toooo ?",positive,morning,0-20,12200.0,OC,Low,Low
There was no traffic at all on my way home and all traffic lights were green.Im afraidIowe karma a big check,positive,noon,21-30,882050.0,SA,Low,Medium
homework...boring,negative,night,31-45,310070.0,AS,Medium,Medium
"was doing a hard copy doc review,while writing comments realized `ve forgotten writing i.e. on paper,can hardly recognize or read it back",negative,morning,46-60,527970.0,AS,Low,Medium
Morning everyone! Hope you have a great Sunday!!,positive,night,70-100,386850.0,AF,Low,Medium
Looks like my Twitter is down,negative,morning,0-20,652860.0,AS,Low,Medium
A beautiful song for anyone that could use a pick me up tonight  ? http://blip.fm/~5ynxo,positive,noon,21-30,27400.0,EU,Medium,Medium
_PrintChick exactly! Thats the first time i saw his @ reply to Jon. Never going there again. Oh have fun with d new phone.,positive,night,31-45,2381740.0,AF,Low,Medium
"_rey Nah you do it really gradually with PTFE tape. so goes up 0.1 mm at a time. Ive been doing it for years, I love it!  x",positive,morning,46-60,470.0,EU,Medium,Low
_honey thank you  i have a business exam tomorrow too :/,positive,noon,60-70,1246700.0,AF,Low,Medium
My dad`s drunk off his ****. Today was successful.,positive,night,31-45,7682300.0,OC,Low,Medium
 **** marriage isn`t legal everywhere here.,negative,morning,46-60,82400.0,EU,Medium,Medium
is up with a nasty cough i cant be sick i have a huge weekend ahead of me,negative,night,31-45,430.0,NA,High,Low
"Really enjoyed Star Trek - great movie, amazing special effects. Definately recommend even if your not a Trekky",positive,morning,46-60,202910.0,EU,Low,Medium
 those photos are lovely! Who knew you were as talented a photographer as you are a journalist!,positive,noon,60-70,30280.0,EU,Medium,Medium
: So wonderful to spend Mother`s Day with my mum.,positive,night,70-100,22810.0,NA,Low,Low
The 'Catch Me If You Can' DVD that I rented from Blockbuster.com yesterday was cracked. Figured it out about 35 minutes into the movie.,positive,morning,0-20,112760.0,AF,Medium,Medium
 have a lovely weekend,positive,noon,21-30,38100.0,AS,Low,Low
 **** no dublin,negative,morning,46-60,51000.0,EU,Low,Medium
So jealous im not at asylum right now,negative,noon,60-70,566730.0,AF,Low,Medium
"  you have been busy, have a lovely time",positive,morning,46-60,25680.0,AF,Medium,Medium
Having a great chat with a friend. He`s totally putting my mind at ease,positive,noon,60-70,318000.0,AF,Low,Medium
" I`ve had that 'problem' too, being charmed fast, I mean. I`ll cross my fingers for you",negative,night,70-100,4030.0,AF,Medium,Low
 Oh sure . Thx,positive,noon,21-30,472710.0,AF,Low,Medium
 Right on! Pull up a chair and welcome,positive,morning,0-20,9388211.0,AS,Medium,High
Romantic evening in with papa murphys and 'battle BC' from the history channel,positive,noon,21-30,1109500.0,SA,Low,Medium
Bloody sunburned,negative,morning,46-60,342000.0,Other,Low,Medium
"  yeah, big chill here too good foods, good music, great weather!  have a cool day Bro!",positive,noon,60-70,51060.0,NA,Low,Medium
 ohhh that cant be very fun    but hell you manned it up!!   looks like you got some **** done today!!,negative,morning,0-20,106440.0,NA,Medium,Medium
 don`t forget to follow emma from london =  like you said you would! I wish you aswered my calls  it cost me Ã¯Â¿Â½14,positive,night,31-45,77240.0,Other,Medium,Medium
**** i`m gonna miss the grand prix.I`m going to have to try and sneak back to the room,negative,morning,46-60,2267050.0,AF,Low,Medium
"trying to wake up, but is finding it very hard",negative,morning,0-20,750.0,NA,Low,Low
Omg i just seen the sun and the moon in the same place  this disproves my theory that they are the same person,negative,night,31-45,248360.0,SA,Low,Medium
 Europe sounds gr8! Will finish my exam on Teus and then we`ll  talk about it,positive,morning,46-60,995450.0,AF,Medium,High
"Oh, my God..... The end of the first course))) don`t believe in it) but, yeh, so many exams  La-la-la// everything is wonderful!!!!!!!!!!",positive,noon,60-70,20720.0,NA,Medium,Medium
im sick and sad its cold,negative,night,70-100,28050.0,AF,Low,Medium
shut up.,negative,morning,0-20,101000.0,AF,Low,Medium
 you`re in harlem? where? im so jealous right now! i miss living in nyc!,negative,night,31-45,17200.0,Other,Low,Medium
Wishes she had a pool,positive,noon,60-70,18270.0,OC,Low,Low
awake sadly        seeing Leon today !,negative,morning,46-60,69490.0,AS,Low,Medium
